Number,Time
694,463.8
695,464.5
696,465.2
697,465.9
698,466.6
699,467.3
700,468
701,468.7
702,469.4
703,470.1
704,470.8
705,471.5
706,472.2
707,472.9
708,473.6
709,474.3
710,475
711,475.7
712,476.4
713,477.1
714,477.8
715,478.5
716,479.2
717,479.9
718,480.6
719,481.3
720,482
721,482.7
722,483.4
723,484.1
724,484.8
725,485.5
726,486.2
727,486.9
728,487.6
729,488.3
730,489
731,489.7
732,490.4
733,491.1
734,491.8
735,492.5
736,493.2
737,493.9
738,494.6
739,495.3
740,496
741,496.7
742,497.4
743,498.1
744,498.8
745,499.5
746,500.2
747,500.9
748,501.6
749,502.3
750,503
751,503.7
752,504.4
753,505.1
754,505.8
755,506.5
756,507.2
757,507.9
758,508.6
759,509.3
760,510
761,510.7
762,511.4
763,512.1
764,512.8
765,513.5
766,514.2
767,514.9
768,515.6
769,516.3
770,517
771,517.7
772,518.4
773,519.1
774,519.8
775,520.5
776,521.2
777,521.9
778,522.6
779,523.3
780,524
781,524.7
782,525.4
783,526.1
784,526.8
785,527.5
786,528.2
787,528.9
788,529.6
789,530.3
790,531
791,531.7
792,532.4
793,533.1
794,533.8
795,534.5
796,535.2
797,535.9
798,536.6
799,537.3
800,538
801,538.7
802,539.4
803,540.1
804,540.8
805,541.5
806,542.2
807,542.9
808,543.6
809,544.3
810,545
811,545.7
812,546.4
813,547.1
814,547.8
815,548.5
816,549.2
817,549.9
818,550.6
819,551.3
820,552
821,552.7
822,553.4
823,554.1
824,554.8
825,555.5
826,556.2
827,556.9
828,557.6
829,558.3
830,559
831,559.7
832,560.4
833,561.1
834,561.8
835,562.5
836,563.2
837,563.9
838,564.6
839,565.3
840,566
841,566.7
842,567.4
843,568.1
844,568.8
845,569.5
846,570.2
847,570.9
848,571.6
849,572.3
850,573
851,573.7
852,574.4
853,575.1
854,575.8
855,576.5
856,577.2
857,577.9
858,578.6
859,579.3
860,580
861,580.7
862,581.4
863,582.1
864,582.8
865,583.5
866,584.2
867,584.9
868,585.6
869,586.3
870,587
871,587.7
872,588.4
873,589.1
874,589.8
875,590.5
876,591.2
877,591.9
878,592.6
879,593.3
880,594
881,594.7
882,595.4
883,596.1
884,596.8
885,597.5
886,598.2
887,598.9
888,599.6
889,600.3
890,601
891,601.7
892,602.4
893,603.1
894,603.8
895,604.5
896,605.2
897,605.9
898,606.6
899,607.3
900,608
901,608.7
902,609.4
903,610.1
904,610.8
905,611.5
906,612.2
907,612.9
908,613.6
909,614.3
910,615
911,615.7
912,616.4
913,617.1
914,617.8
915,618.5
916,619.2
917,619.9
918,620.6
919,621.3
920,622
921,622.7
922,623.4
923,624.1
924,624.8
925,625.5
926,626.2
927,626.9
928,627.6
929,628.3
930,629
931,629.7
932,630.4
933,631.1
934,631.8
935,632.5
936,633.2
937,633.9
938,634.6
939,635.3
940,636
941,636.7
942,637.4
943,638.1
944,638.8
945,639.5
946,640.2
947,640.9
948,641.6
949,642.3
950,643
951,643.7
952,644.4
953,645.1
954,645.8
955,646.5
956,647.2
957,647.9
958,648.6
959,649.3
960,650
961,650.7
962,651.4
963,652.1
964,652.8
965,653.5
966,654.2
967,654.9
968,655.6
969,656.3
970,657
971,657.7
972,658.4
973,659.1
974,659.8
975,660.5
976,661.2
977,661.9
978,662.6
979,663.3
980,664
981,664.7
982,665.4
983,666.1
984,666.8
985,667.5
986,668.2
987,668.9
988,669.6
989,670.3
990,671
991,671.7
992,672.4
993,673.1
994,673.8
995,674.5
996,675.2
997,675.9
998,676.6
999,677.3
1000,678
1001,678.8
1002,679.6
1003,680.4
1004,681.2
1005,682
1006,682.8
1007,683.6
1008,684.4
1009,685.2
1010,686
1011,686.8
1012,687.6
1013,688.4
1014,689.2
1015,690
1016,690.8
1017,691.6
1018,692.4
1019,693.2
1020,694
1021,694.8
1022,695.6
1023,696.4
1024,697.2
1025,698
1026,698.8
1027,699.6
1028,700.4
1029,701.2
1030,702
1031,702.8
1032,703.6
1033,704.4
1034,705.2
1035,706
1036,706.8
1037,707.6
1038,708.4
1039,709.2
1040,710
1041,710.8
1042,711.6
1043,712.4
1044,713.2
1045,714
1046,714.8
1047,715.6
1048,716.4
1049,717.2
1050,718
1051,718.8
1052,719.6
1053,720.4
1054,721.2
1055,722
1056,722.8
1057,723.6
1058,724.4
1059,725.2
1060,726
1061,726.8
1062,727.6
1063,728.4
1064,729.2
1065,730
1066,730.8
1067,731.6
1068,732.4
1069,733.2
1070,734
1071,734.8
1072,735.6
1073,736.4
1074,737.2
1075,738
1076,738.8
1077,739.6
1078,740.4
1079,741.2
1080,742
1081,742.8
1082,743.6
1083,744.4
1084,745.2
1085,746
1086,746.8
1087,747.6
1088,748.4
1089,749.2
1090,750
1091,750.8
1092,751.6
1093,752.4
1094,753.2
1095,754
1096,754.8
1097,755.6
1098,756.4
1099,757.2
1100,758
1101,758.1
1102,758.2
1103,758.3
1104,758.4
1105,758.5
1106,758.6
1107,758.7
1108,758.8
1109,758.9
1110,759
1111,759.1
1112,759.2
1113,759.3
1114,759.4
1115,759.5
1116,759.6
1117,759.7
1118,759.8
1119,759.9
1120,760
1121,761.3
1122,762.6
1123,763.9
1124,765.2
1125,766.5
1126,767.8
1127,769.1
1128,770.4
1129,771.7
1130,773
1131,774.3
1132,775.6
1133,776.9
1134,778.2
1135,779.5
1136,780.8
1137,782.1
1138,783.4
1139,784.7
1140,786
1141,787.3
1142,788.6
1143,789.9
1144,791.2
1145,792.5
1146,793.8
1147,795.1
1148,796.4
1149,797.7
1150,799
1151,800.3
1152,801.6
1153,802.9
1154,804.2
1155,805.5
1156,806.8
1157,808.1
1158,809.4
1159,810.7
1160,812
1161,813.3
1162,814.6
1163,815.9
1164,817.2
1165,818.5
1166,819.8
1167,821.1
1168,822.4
1169,823.7
1170,825
1171,826.3
1172,827.6
1173,828.9
1174,830.2
1175,831.5
1176,832.8
1177,834.1
1178,835.4
1179,836.7
1180,838
1181,839.3
1182,840.6
1183,841.9
1184,843.2
1185,844.5
1186,845.8
1187,847.1
1188,848.4
1189,849.7
1190,851
1191,852.3
1192,853.6
1193,854.9
1194,856.2
1195,857.5
1196,858.8
1197,860.1
1198,861.4
1199,862.7
1200,864
1201,865.3
1202,866.6
1203,867.9
1204,869.2
1205,870.5
1206,871.8
1207,873.1
1208,874.4
1209,875.7
1210,877
1211,878.3
1212,879.6
1213,880.9
1214,882.2
1215,883.5
1216,884.8
1217,886.1
1218,887.4
1219,888.7
1220,890
1221,891.3
1222,892.6
1223,893.9
1224,895.2
1225,896.5
1226,897.8
1227,899.1
1228,900.4
1229,901.7
1230,903
1231,904.3
1232,905.6
1233,906.9
1234,908.2
1235,909.5
1236,910.8
1237,912.1
1238,913.4
1239,914.7
1240,916
1241,917.3
1242,918.6
1243,919.9
1244,921.2
1245,922.5
1246,923.8
1247,925.1
1248,926.4
1249,927.7
1250,929
1251,930.3
1252,931.6
1253,932.9
1254,934.2
1255,935.5
1256,936.8
1257,938.1
1258,939.4
1259,940.7
1260,942
1261,943.3
1262,944.6
1263,945.9
1264,947.2
1265,948.5
1266,949.8
1267,951.1
1268,952.4
1269,953.7
1270,955
1271,956.3
1272,957.6
1273,958.9
1274,960.2
1275,961.5
1276,962.8
1277,964.1
1278,965.4
1279,966.7
1280,968
1281,969.3
1282,970.6
1283,971.9
1284,973.2
1285,974.5
1286,975.8
1287,977.1
1288,978.4
1289,979.7
1290,981
1291,982.3
1292,983.6
1293,984.9
1294,986.2
1295,987.5
1296,988.8
1297,990.1
1298,991.4
1299,992.7
1300,994
1301,995.3
1302,996.6
1303,997.9
1304,999.2
1305,1000.5
1306,1001.8
1307,1003.1
1308,1004.4
1309,1005.7
1310,1007
1311,1008.3
1312,1009.6
1313,1010.9
1314,1012.2
1315,1013.5
1316,1014.8
1317,1016.1
1318,1017.4
1319,1018.7
1320,1020
1321,1021.3
1322,1022.6
1323,1023.9
1324,1025.2
1325,1026.5
1326,1027.8
1327,1029.1
1328,1030.4
1329,1031.7
1330,1033
1331,1034.3
1332,1035.6
1333,1036.9
1334,1038.2
1335,1039.5
1336,1040.8
1337,1042.1
1338,1043.4
1339,1044.7
1340,1046
1341,1047.3
1342,1048.6
1343,1049.9
1344,1051.2
1345,1052.5
1346,1053.8
1347,1055.1
1348,1056.4
1349,1057.7
1350,1059
1351,1060.3
1352,1061.6
1353,1062.9
1354,1064.2
1355,1065.5
1356,1066.8
1357,1068.1
1358,1069.4
1359,1070.7
1360,1072
1361,1073.3
1362,1074.6
1363,1075.9
1364,1077.2
1365,1078.5
1366,1079.8
1367,1081.1
1368,1082.4
1369,1083.7
1370,1085
1371,1086.3
1372,1087.6
1373,1088.9
1374,1090.2
1375,1091.5
1376,1092.8
1377,1094.1
1378,1095.4
1379,1096.7
1380,1098
1381,1099.3
1382,1100.6
1383,1101.9
1384,1103.2
1385,1104.5
1386,1105.8
1387,1107.1
1388,1108.4
1389,1109.7
1390,1111
1391,1112.3
1392,1113.6
1393,1114.9
1394,1116.2
1395,1117.5
1396,1118.8
1397,1120.1
1398,1121.4
1399,1122.7
1400,1124
1401,1125.3
1402,1126.6
1403,1127.9
1404,1129.2
1405,1130.5
1406,1131.8
1407,1133.1
1408,1134.4
1409,1135.7
1410,1137
1411,1138.3
1412,1139.6
1413,1140.9
1414,1142.2
1415,1143.5
1416,1144.8
1417,1146.1
1418,1147.4
1419,1148.7
1420,1150
1421,1151.3
1422,1152.6
1423,1153.9
1424,1155.2
1425,1156.5
1426,1157.8
1427,1159.1
1428,1160.4
1429,1161.7
1430,1163
1431,1164.3
1432,1165.6
1433,1166.9
1434,1168.2
1435,1169.5
1436,1170.8
1437,1172.1
1438,1173.4
1439,1174.7
1440,1176
1441,1177.3
1442,1178.6
1443,1179.9
1444,1181.2
1445,1182.5
1446,1183.8
1447,1185.1
1448,1186.4
1449,1187.7
1450,1189
1451,1190.3
1452,1191.6
1453,1192.9
1454,1194.2
1455,1195.5
1456,1196.8
1457,1198.1
1458,1199.4
1459,1200.7
1460,1202
1461,1203.3
1462,1204.6
1463,1205.9
1464,1207.2
1465,1208.5
1466,1209.8
1467,1211.1
1468,1212.4
1469,1213.7
1470,1215
1471,1216.3
1472,1217.6
1473,1218.9
1474,1220.2
1475,1221.5
1476,1222.8
1477,1224.1
1478,1225.4
1479,1226.7
1480,1228
1481,1229.3
1482,1230.6
1483,1231.9
1484,1233.2
1485,1234.5
1486,1235.8
1487,1237.1
1488,1238.4
1489,1239.7
1490,1241
1491,1242.3
1492,1243.6
1493,1244.9
1494,1246.2
1495,1247.5
1496,1248.8
1497,1250.1
1498,1251.4
1499,1252.7
1500,1254
1501,1255.3
1502,1256.6
1503,1257.9
1504,1259.2
1505,1260.5
1506,1261.8
1507,1263.1
1508,1264.4
1509,1265.7
1510,1267
1511,1268.3
1512,1269.6
1513,1270.9
1514,1272.2
1515,1273.5
1516,1274.8
1517,1276.1
1518,1277.4
1519,1278.7
1520,1280
1521,1281.3
1522,1282.6
1523,1283.9
1524,1285.2
1525,1286.5
1526,1287.8
1527,1289.1
1528,1290.4
1529,1291.7
1530,1293
1531,1294.3
1532,1295.6
1533,1296.9
1534,1298.2
1535,1299.5
1536,1300.8
1537,1302.1
1538,1303.4
1539,1304.7
1540,1306
1541,1307.3
1542,1308.6
1543,1309.9
1544,1311.2
1545,1312.5
1546,1313.8
1547,1315.1
1548,1316.4
1549,1317.7
1550,1319
1551,1320.3
1552,1321.6
1553,1322.9
1554,1324.2
1555,1325.5
1556,1326.8
1557,1328.1
1558,1329.4
1559,1330.7
1560,1332
1561,1333.3
1562,1334.6
1563,1335.9
1564,1337.2
1565,1338.5
1566,1339.8
1567,1341.1
1568,1342.4
1569,1343.7
1570,1345
1571,1346.3
1572,1347.6
1573,1348.9
1574,1350.2
1575,1351.5
1576,1352.8
1577,1354.1
1578,1355.4
1579,1356.7
1580,1358
1581,1359.3
1582,1360.6
1583,1361.9
1584,1363.2
1585,1364.5
1586,1365.8
1587,1367.1
1588,1368.4
1589,1369.7
1590,1371
1591,1372.3
1592,1373.6
1593,1374.9
1594,1376.2
1595,1377.5
1596,1378.8
1597,1380.1
1598,1381.4
1599,1382.7
1600,1384
1601,1385.3
1602,1386.6
1603,1387.9
1604,1389.2
1605,1390.5
1606,1391.8
1607,1393.1
1608,1394.4
1609,1395.7
1610,1397
1611,1398.3
1612,1399.6
1613,1400.9
1614,1402.2
1615,1403.5
1616,1404.8
1617,1406.1
1618,1407.4
1619,1408.7
1620,1410
1621,1411.3
1622,1412.6
1623,1413.9
1624,1415.2
1625,1416.5
1626,1417.8
1627,1419.1
1628,1420.4
1629,1421.7
1630,1423
1631,1424.3
1632,1425.6
1633,1426.9
1634,1428.2
1635,1429.5
1636,1430.8
1637,1432.1
1638,1433.4
1639,1434.7
1640,1436
1641,1437.3
1642,1438.6
1643,1439.9
1644,1441.2
1645,1442.5
1646,1443.8
1647,1445.1
1648,1446.4
1649,1447.7
1650,1449
1651,1450.3
1652,1451.6
1653,1452.9
1654,1454.2
1655,1455.5
1656,1456.8
1657,1458.1
1658,1459.4
1659,1460.7
1660,1462
1661,1463.3
1662,1464.6
1663,1465.9
1664,1467.2
1665,1468.5
1666,1469.8
1667,1471.1
1668,1472.4
1669,1473.7
1670,1475
1671,1476.3
1672,1477.6
1673,1478.9
1674,1480.2
1675,1481.5
1676,1482.8
1677,1484.1
1678,1485.4
1679,1486.7
1680,1488
1681,1489.3
1682,1490.6
1683,1491.9
1684,1493.2
1685,1494.5
1686,1495.8
1687,1497.1
1688,1498.4
1689,1499.7
1690,1501
1691,1502.3
1692,1503.6
1693,1504.9
1694,1506.2
1695,1507.5
1696,1508.8
1697,1510.1
1698,1511.4
1699,1512.7
1700,1514
1701,1515.3
1702,1516.6
1703,1517.9
1704,1519.2
1705,1520.5
1706,1521.8
1707,1523.1
1708,1524.4
1709,1525.7
1710,1527
1711,1528.3
1712,1529.6
1713,1530.9
1714,1532.2
1715,1533.5
1716,1534.8
1717,1536.1
1718,1537.4
1719,1538.7
1720,1540
1721,1541.3
1722,1542.6
1723,1543.9
1724,1545.2
1725,1546.5
1726,1547.8
1727,1549.1
1728,1550.4
1729,1551.7
1730,1553
1731,1554.3
1732,1555.6
1733,1556.9
1734,1558.2
1735,1559.5
1736,1560.8
1737,1562.1
1738,1563.4
1739,1564.7
1740,1566
1741,1567.3
1742,1568.6
1743,1569.9
1744,1571.2
1745,1572.5
1746,1573.8
1747,1575.1
1748,1576.4
1749,1577.7
1750,1579
1751,1580.3
1752,1581.6
1753,1582.9
1754,1584.2
1755,1585.5
1756,1586.8
1757,1588.1
1758,1589.4
1759,1590.7
1760,1592
1761,1593.3
1762,1594.6
1763,1595.9
1764,1597.2
1765,1598.5
1766,1599.8
1767,1601.1
1768,1602.4
1769,1603.7
1770,1605
1771,1606.3
1772,1607.6
1773,1608.9
1774,1610.2
1775,1611.5
1776,1612.8
1777,1614.1
1778,1615.4
1779,1616.7
1780,1618
1781,1619.3
1782,1620.6
1783,1621.9
1784,1623.2
1785,1624.5
1786,1625.8
1787,1627.1
1788,1628.4
1789,1629.7
1790,1631
1791,1632.3
1792,1633.6
1793,1634.9
1794,1636.2
1795,1637.5
1796,1638.8
1797,1640.1
1798,1641.4
1799,1642.7
1800,1644
1801,1645.3
1802,1646.6
1803,1647.9
1804,1649.2
1805,1650.5
1806,1651.8
1807,1653.1
1808,1654.4
1809,1655.7
1810,1657
1811,1658.3
1812,1659.6
1813,1660.9
1814,1662.2
1815,1663.5
1816,1664.8
1817,1666.1
1818,1667.4
1819,1668.7
1820,1670
1821,1671.3
1822,1672.6
1823,1673.9
1824,1675.2
1825,1676.5
1826,1677.8
1827,1679.1
1828,1680.4
1829,1681.7
1830,1683
1831,1684.3
1832,1685.6
1833,1686.9
1834,1688.2
1835,1689.5
1836,1690.8
1837,1692.1
1838,1693.4
1839,1694.7
1840,1696
1841,1697.3
1842,1698.6
1843,1699.9
1844,1701.2
1845,1702.5
1846,1703.8
1847,1705.1
1848,1706.4
1849,1707.7
1850,1709
1851,1710.3
1852,1711.6
1853,1712.9
1854,1714.2
1855,1715.5
1856,1716.8
1857,1718.1
1858,1719.4
1859,1720.7
1860,1722
1861,1723.3
1862,1724.6
1863,1725.9
1864,1727.2
1865,1728.5
1866,1729.8
1867,1731.1
1868,1732.4
1869,1733.7
1870,1735
1871,1736.3
1872,1737.6
1873,1738.9
1874,1740.2
1875,1741.5
1876,1742.8
1877,1744.1
1878,1745.4
1879,1746.7
1880,1748
1881,1749.3
1882,1750.6
1883,1751.9
1884,1753.2
1885,1754.5
1886,1755.8
1887,1757.1
1888,1758.4
1889,1759.7
1890,1761
1891,1762.3
1892,1763.6
1893,1764.9
1894,1766.2
1895,1767.5
1896,1768.8
1897,1770.1
1898,1771.4
1899,1772.7
1900,1774
1901,1775.3
1902,1776.6
1903,1777.9
1904,1779.2
1905,1780.5
1906,1781.8
1907,1783.1
1908,1784.4
1909,1785.7
1910,1787
1911,1788.3
1912,1789.6
1913,1790.9
1914,1792.2
1915,1793.5
1916,1794.8
1917,1796.1
1918,1797.4
1919,1798.7
1920,1800
1921,1801.3
1922,1802.6
1923,1803.9
1924,1805.2
1925,1806.5
1926,1807.8
1927,1809.1
1928,1810.4
1929,1811.7
1930,1813
1931,1814.3
1932,1815.6
1933,1816.9
1934,1818.2
1935,1819.5
1936,1820.8
1937,1822.1
1938,1823.4
1939,1824.7
1940,1826
1941,1827.3
1942,1828.6
1943,1829.9
1944,1831.2
1945,1832.5
1946,1833.8
1947,1835.1
1948,1836.4
1949,1837.7
1950,1839
1951,1840.3
1952,1841.6
1953,1842.9
1954,1844.2
1955,1845.5
1956,1846.8
1957,1848.1
1958,1849.4
1959,1850.7
1960,1852
1961,1853.3
1962,1854.6
1963,1855.9
1964,1857.2
1965,1858.5
1966,1859.8
1967,1861.1
1968,1862.4
1969,1863.7
1970,1865
1971,1866.3
1972,1867.6
1973,1868.9
1974,1870.2
1975,1871.5
1976,1872.8
1977,1874.1
1978,1875.4
1979,1876.7
1980,1878
1981,1879.3
1982,1880.6
1983,1881.9
1984,1883.2
1985,1884.5
1986,1885.8
1987,1887.1
1988,1888.4
1989,1889.7
1990,1891
1991,1892.3
1992,1893.6
1993,1894.9
1994,1896.2
1995,1897.5
1996,1898.8
1997,1900.1
1998,1901.4
1999,1902.7
2000,1904
2001,1905.3
2002,1906.6
2003,1907.9
2004,1909.2
2005,1910.5
2006,1911.8
2007,1913.1
2008,1914.4
2009,1915.7
2010,1917
2011,1918.3
2012,1919.6
2013,1920.9
2014,1922.2
2015,1923.5
2016,1924.8
2017,1926.1
2018,1927.4
2019,1928.7
2020,1930
2021,1931.3
2022,1932.6
2023,1933.9
2024,1935.2
2025,1936.5
2026,1937.8
2027,1939.1
2028,1940.4
2029,1941.7
2030,1943
2031,1944.3
2032,1945.6
2033,1946.9
2034,1948.2
2035,1949.5
2036,1950.8
2037,1952.1
2038,1953.4
2039,1954.7
2040,1956
2041,1957.3
2042,1958.6
2043,1959.9
2044,1961.2
2045,1962.5
2046,1963.8
2047,1965.1
2048,1966.4
2049,1967.7
2050,1969
2051,1970.3
2052,1971.6
2053,1972.9
2054,1974.2
2055,1975.5
2056,1976.8
2057,1978.1
2058,1979.4
2059,1980.7
2060,1982
2061,1983.3
2062,1984.6
2063,1985.9
2064,1987.2
2065,1988.5
2066,1989.8
2067,1991.1
2068,1992.4
2069,1993.7
2070,1995
2071,1996.3
2072,1997.6
2073,1998.9
2074,2000.2
2075,2001.5
2076,2002.8
2077,2004.1
2078,2005.4
2079,2006.7
2080,2008
2081,2009.3
2082,2010.6
2083,2011.9
2084,2013.2
2085,2014.5
2086,2015.8
2087,2017.1
2088,2018.4
2089,2019.7
2090,2021
2091,2022.3
2092,2023.6
2093,2024.9
2094,2026.2
2095,2027.5
2096,2028.8
2097,2030.1
2098,2031.4
2099,2032.7
2100,2034
2101,2035.3
